ID,CLASSIFIED,SUMMARY
LUCENE-432,NUG, Make FieldSortedHitQueue public 
LUCENE-1267,NUG, add numDocs() and maxDoc() methods to IndexWriter; deprecate docCount() 
LUCENE-3396,NUG, Make TokenStream Reuse Mandatory for Analyzers 
LUCENE-2595,NUG, most tests should use MockRAMDirectory not RAMDirectory 
LUCENE-2657,NUG," Replace Maven POM templates with full POMs, and change documentation accordingly "
LUCENE-1585,NUG, Allow to control how payloads are merged 
LUCENE-2468,BUG, reopen on NRT reader should share readers w/ unchanged segments 
LUCENE-1494,NUG, masking field of span for cross searching across multiple fields (many-to-one style) 
LUCENE-945,NUG, contrib/benchmark tests fail find data dirs 
LUCENE-1872,NUG, Improve javadocs for Numeric* 
LUCENE-2564,NUG, wordlistloader is inefficient 
LUCENE-1684,NUG, Add matchVersion to StandardAnalyzer 
LUCENE-3108,NUG, Land DocValues on trunk 
LUCENE-1189,BUG, QueryParser does not correctly handle escaped characters within quoted strings 
LUCENE-2653,BUG, ThaiAnalyzer assumes things about your jre 
LUCENE-931,NUG, Some files are missing the license headers 
LUCENE-1154,NUG, System Reqs page should be release specific 
LUCENE-361,NUG, FieldSortedHitQueue.lessThan() should not be final 
LUCENE-1310,BUG, Phrase query with term repeated 3 times requires more slop than expected 
LUCENE-963,NUG, Add setters to Field to allow re-use of Field instances during indexing 
LUCENE-2882,NUG, Cut over SpanQuery#getSpans to AtomicReaderContext 
LUCENE-3880,NUG, UAX29URLEmailTokenizer fails to recognize emails as such when the mailto: scheme is prepended 
LUCENE-1199,BUG, NullPointerException in IndexModifier.close() 
LUCENE-554,BUG, Possible index corruption if crashing while replacing segments file 
LUCENE-3222,BUG, Buffered deletes under count RAM 
LUCENE-3014,NUG, comparator API for segment versions 
LUCENE-1651,NUG, Make IndexReader.open() always return MSR to simplify (re-)opens. 
LUCENE-3684,NUG, Add offsets to postings (D&PEnum) 
LUCENE-1226,BUG, IndexWriter.addIndexes(IndexReader[]) fails to create compound files 
LUCENE-1736,NUG, DateTools.java general improvements 
LUCENE-2041,NUG, Complete parallelizaton of ParallelMultiSearcher 
LUCENE-1805,BUG, CloseableThreadLocal should allow null Objects 
LUCENE-3480,NUG, refactoring of docvalues params in Codec.java 
LUCENE-3231,NUG, Add fixed size DocValues int variants & expose Arrays where possible 
LUCENE-3032,BUG, TestIndexWriterException fails with NPE on realtime 
LUCENE-3562,NUG, Stop storing TermsEnum in CloseableThreadLocal inside Terms instance 
LUCENE-1450,BUG, RangeQuery & RangeFilter used with collation seek to lowerTerm using compareTo() 
LUCENE-2190,NUG, CustomScoreQuery (function query) is broken (due to per-segment searching) 
LUCENE-1679,NUG, Make WildcardTermEnum#difference() non-final 
LUCENE-1933,NUG, Provide an convenience AttributeFactory that implements all default attributes with Token 
LUCENE-734,NUG, Upload Lucene 2.0 artifacts in the Maven 1 repository 
LUCENE-2717,BUG, BasicOperations.concatenate creates invariants 
LUCENE-2819,BUG, LuceneTestCase's check for uncaught exceptions in threads causes collateral damage? 
LUCENE-2315,NUG," AttributeSource's methods for accessing attributes should be final, else its easy to corrupt the internal states "
LUCENE-1448,NUG, add getFinalOffset() to TokenStream 
LUCENE-3378,NUG, Some contribs depend on core tests to be compiled and fail when ant clean was done before 
LUCENE-2541,BUG, NumericRangeQuery errors with endpoints near long min and max values 
LUCENE-1027,NUG, contrib/benchmark config does not play nice with doubles with the flush.by.ram value 
LUCENE-896,NUG, Let users set Similarity for MoreLikeThis 
LUCENE-2722,NUG, Sep codec should store less in terms dict 
LUCENE-996,NUG, Parsing mixed inclusive/exclusive range queries 
LUCENE-714,NUG, Use a System.arraycopy more than a for 
LUCENE-1957,NUG, Remove deprecated Filter.bits() and make Filter.getDocIdSet() abstract. 
LUCENE-3722,NUG, make similarities/term/collectionstats take long (for > 2B docs) 
LUCENE-3495,BUG, BlockJoinQuery doesn't implement boost 
LUCENE-2675,NUG, Add support for 3.0 indexes in 2.9 branch 
LUCENE-3867,BUG, RamUsageEstimator.NUM_BYTES_ARRAY_HEADER and other constants are incorrect 
LUCENE-2901,BUG, KeywordMarkerFilter resets keyword attribute state to false for tokens not in protwords.txt 
LUCENE-580,NUG, Pre-analyzed fields 
LUCENE-1708,NUG, Improve the use of isDeleted in the indexing code 
LUCENE-1129,BUG, ReadTask ignores traversalSize 
LUCENE-752,NUG, Some tests fail due to common use of java.io.tmpdir 
LUCENE-593,BUG, Spellchecker's dictionary iterator misbehaves 
LUCENE-2424,NUG, FieldDoc.toString only returns super.toString 
LUCENE-2288,NUG, Create EMPTY_ARGS constsant in SnowballProgram instead of allocating new Object[0] 
LUCENE-2702,NUG, BytesRefHash#get() should expect a BytesRef instances for consistency 
LUCENE-2906,NUG, Filter to process output of ICUTokenizer and create overlapping bigrams for CJK  
LUCENE-2953,BUG," PriorityQueue is inheriently broken if subclass attempts to use ""heap"" w/generic T bound to anything other then ""Object"" "
LUCENE-2121,NUG, add UnicodeUtil.nextValidUTF16String  
LUCENE-3159,NUG, lucene benchmark has some unnecessary files 
LUCENE-1522,NUG, another highlighter 
LUCENE-1320,NUG," ShingleMatrixFilter, a three dimensional permutating shingle filter "
LUCENE-3224,BUG, bugs in ByteArrayDataInput 
LUCENE-1657,NUG," Make ""boolean readOnly"" a required arg to IndexReader.open "
LUCENE-909,NUG, Demo targets for running the demo 
LUCENE-1836,BUG, Flexible QueryParser fails with local different from en_US 
LUCENE-406,NUG, sort missing string fields last 
LUCENE-3796,NUG," Disallow setBoost() on StringField, throw exception if boosts are set if norms are omitted "
LUCENE-2523,BUG, if index is too old you should hit an exception saying so 
LUCENE-3123,BUG, TestIndexWriter.testBackgroundOptimize fails with too many open files 
LUCENE-3414,NUG, Bring Hunspell for Lucene into analysis module 
LUCENE-3630,NUG, MultiReader and ParallelReader accidently override doOpenIfChanged(boolean readOnly) with doOpenIfChanged(boolean doClone) 
LUCENE-3896,NUG, CharTokenizer has bugs for large documents. 
LUCENE-1067,BUG, TestStressIndexing has intermittent failures 
LUCENE-2246,BUG," While indexing Turkish web pages, ""Parse Aborted: Lexical error...."" occurs "
LUCENE-1789,NUG, getDocValues should provide a MultiReader DocValues abstraction 
LUCENE-2755,NUG, Some improvements to CMS 
LUCENE-610,BUG, BooleanScorer2 does not compile with ecj 
LUCENE-3520,BUG, If the NRT reader hasn't changed then IndexReader.openIfChanged should return null 
LUCENE-2486,BUG," when opening the merged SegmentReader, IW attempts to open store files that were deleted "
LUCENE-491,BUG," DateTools needs to use UTC for correct collation, "
LUCENE-3487,BUG, TestBooleanMinShouldMatch test failure 
LUCENE-2180,NUG, Deprecated API called in o.a.l.store Directories 
LUCENE-2845,NUG, move contrib/benchmark to modules/benchmark 
LUCENE-3551,BUG, Yet another race in IW#nrtIsCurrent 
LUCENE-2066,NUG, Add Highlighter test for RegexQuery 
LUCENE-2107,NUG, Add contrib/fast-vector-highlighter to Maven central repo 
LUCENE-2210,BUG, trectopicsreader doesn't properly read descriptions or narratives 
LUCENE-1871,NUG, Highlighter wraps caching token filters that are not CachingTokenFilter in CachingTokenFilter 
LUCENE-1685,NUG, Make the Highlighter use SpanScorer by default 
LUCENE-3208,NUG, Move Query.weight() to IndexSearcher as protected method 
LUCENE-3326,BUG, MoreLikeThis reuses a reader after it has already closed it 
LUCENE-1045,BUG, SortField.AUTO doesn't work with long 
LUCENE-2534,BUG, MultiTermsEnum over-shares between different Docs/AndPositionsEnum 
LUCENE-1438,BUG, StandardTokenizer splits host names with hyphens into multiple tokens 
LUCENE-2838,NUG, ConstantScoreQuery should directly support wrapping Query and simply strip off scores 
LUCENE-743,NUG, IndexReader.reopen() 
LUCENE-3081,NUG," Document Maven nightly builds, artifact generation, and using Maven to build Lucene/Solr "
LUCENE-3251,BUG, Directory#copy leaks file handles 
LUCENE-814,NUG, javacc on Win32 (cygwin) creates wrong line endings - fix them with 'ant replace' 
LUCENE-3822,NUG, Inner classes of FilterAtomicReader (trunk) / FilterIndexReader (3.x) do not override all methods to be filtered 
LUCENE-3144,BUG, FreqProxTermsWriter leaks file handles if exceptions are thrown during flush() 
LUCENE-3599,NUG, haversine() is broken / misdocumented 
LUCENE-664,NUG, [PATCH] small fixes to the new scoring.html doc 
LUCENE-2103,NUG, NoLockFactory should have a private constructor 
LUCENE-2791,NUG, WindowsDirectory 
LUCENE-3515,NUG, Possible slowdown of indexing/merging on 3.x vs trunk 
LUCENE-1355,BUG, Using the WeightedTerms option in the Highlighter can cause fragments to be supressed for indexes with deletes 
LUCENE-3020,NUG, better payload testing with mockanalyzer 
LUCENE-2566,NUG, + - operators allow any amount of whitespace 
LUCENE-2463,NUG, Improve Greek analysis 
LUCENE-2481,NUG, Enhance SnapshotDeletionPolicy to allow taking multiple snapshots 
LUCENE-2217,NUG, Remaining reallocation should use ArrayUtil.getNextSize() 
LUCENE-2837,NUG, Collapse Searcher/Searchable/IndexSearcher; remove contrib/remote; merge PMS into IndexSearcher 
LUCENE-1927,NUG, Lucene-core 2.9.0 missing from Maven Central Repository 
LUCENE-2270,BUG, queries with zero boosts don't work 
LUCENE-1971,NUG, Remove deprecated RangeQuery classes 
LUCENE-3185,BUG, NRTCachingDirectory.deleteFile always throws exception 
LUCENE-1802,NUG, Un-deprecate QueryParser and remove documentation that says it will be replaced in 3.0 
LUCENE-2601,NUG, Make getAttribute(Class attClass) Generic 
LUCENE-3082,NUG, Add tool to upgrade all segments of an index to last recent supported index format without optimizing 
LUCENE-1200,BUG, IndexWriter.addIndexes* can deadlock in rare cases 
LUCENE-3769,NUG, Simplify NRTManager 
LUCENE-2879,BUG, MultiPhraseQuery sums its own idf instead of Similarity. 
LUCENE-2365,BUG, Finding Newest Segment In Empty Index 
LUCENE-3731,NUG, Create a analysis/uima module for UIMA based tokenizers/analyzers 
LUCENE-2300,BUG, IndexWriter should never pool readers for external segments 
LUCENE-2963,NUG, Easier way to run benchmark 
LUCENE-3017,NUG, FST should differentiate between final vs non-final stop nodes 
LUCENE-2529,BUG, always apply position increment gap between values 
LUCENE-2095,BUG, Document not guaranteed to be found after write and commit 
LUCENE-974,NUG, Remove Author tags from code 
LUCENE-2140,NUG, TopTermsScoringBooleanQueryRewrite minscore 
LUCENE-1406,NUG, new Arabic Analyzer (Apache license) 
LUCENE-2954,NUG, CheckIndex prints wrong version number on 3.1 indexes (and posibly also in trunk) 
LUCENE-863,NUG," Deprecate StandardBenchmarker and ""old"" benchmarker code in favor of the Task based approach "
LUCENE-3385,NUG, EasySimilarity to interpret document length as float 
LUCENE-979,NUG, Remove Deprecated Benchmarking Utilities from contrib/benchmark 
LUCENE-1680,NUG, Make prefixLength accessible to PrefixTermEnum subclasses 
LUCENE-1661,NUG, Change visibility of getComparator method in SortField from protected to public 
LUCENE-2218,NUG, ShingleFilter improvements 
LUCENE-1057,BUG, indexing doesn't reset token state 
LUCENE-2990,NUG, Improve ArrayUtil/CollectionUtil.*Sort() methods to early-reaturn on empty or one-element lists/arrays 
LUCENE-2739,NUG, Refactor TestIndexWriter 
LUCENE-573,BUG, Escaped quotes inside a phrase cause a ParseException 
LUCENE-557,BUG, search vs explain - score discrepancies 
LUCENE-1947,NUG, Snowball package contains BSD licensed code with ASL header 
LUCENE-3100,BUG, IW.commit() writes but fails to fsync the N.fnx file 
LUCENE-3443,NUG, Port 3.x FieldCache.getDocsWithField() to trunk 
LUCENE-2757,NUG, Refactor RewriteMethods out of MultiTermQuery 
LUCENE-3461,NUG, Adding same IndexDocValuesField twice trips assert 
LUCENE-2168,BUG, benchmark alg can't handle negative relative priority 
LUCENE-1796,NUG, Speed up repeated TokenStream init 
LUCENE-2064,NUG, Highlighter should support all MultiTermQuery subclasses without casts 
LUCENE-711,NUG, BooleanWeight should size the weights Vector correctly 
LUCENE-3546,BUG, IW#nrtIsCurrent retruns true if changes are in del queue but not in bufferedDeleteStream yet 
LUCENE-2006,NUG, Optimization for FieldDocSortedHitQueue 
LUCENE-732,NUG, Support DateTools in QueryParser 
LUCENE-1240,NUG, TermsFilter: reuse TermDocs 
LUCENE-1357,BUG, SpanScorer does not respect ConstantScoreRangeQuery setting 
LUCENE-2268,NUG, Add test to check maven artifacts and their poms 
LUCENE-3831,BUG, Passing a null fieldname to MemoryFields#terms in MemoryIndex throws a NPE 
LUCENE-485,NUG, IndexWriter.mergeSegments should not hold the commit lock while cleaning up. 
LUCENE-2944,BUG, BytesRef reuse bugs in QueryParser and analysis.jsp 
LUCENE-2972,BUG, Intermittent failure in TestFieldCacheTermsFilter.testMissingTerms 
LUCENE-1610,NUG, Preserve whitespace in <code> sections in the Changes.html generated from CHANGES.txt by changes2html.pl 
LUCENE-1222,BUG, IndexWriter.doAfterFlush not being called when there are no deletions flushed 
LUCENE-2834,NUG, don't spawn thread statically in FSDirectory on Mac OS X 
LUCENE-1795,NUG, New QueryParser should not allow leading wildcard by default 
LUCENE-3639,NUG, Add test case support for shard searching 
LUCENE-339,NUG, date encoding limitation removing 
LUCENE-762,NUG, [PATCH] Efficiently retrieve sizes of field values 
LUCENE-2123,NUG," Move FuzzyQuery rewrite as separate RewriteMode into MTQ, was: Highlighter fails to highlight FuzzyQuery "
LUCENE-369,NUG, Cannot use Lucene in an unsigned applet due to Java security restrictions 
LUCENE-921,NUG, IndexReader.FieldOption has incomplete Javadocs 
LUCENE-1397,BUG," When BG merge hits an exception, optimize sometimes throws an IOException missing the root cause "
LUCENE-1086,BUG," DocMakers setup for the ""docs.dir"" property fails when passing an absolute path. "
LUCENE-1156,NUG, Wikipedia Document Generation Changes 
LUCENE-790,NUG, contrib/benchmark - few improvements and a bug fix 
LUCENE-2531,NUG, FieldComparator.TermOrdValComparator compares by value unnecessarily 
LUCENE-3057,BUG, LuceneTestCase#newFSDirectoryImpl misses to set LockFactory if ctor call throws exception 
LUCENE-1670,NUG, Cosmetic JavaDoc updates 
LUCENE-1852,NUG, Fix remaining localization test failures in lucene 
LUCENE-2872,NUG, Terms dict should block-encode terms 
LUCENE-1619,NUG, TermAttribute.termLength() optimization 
LUCENE-3410,NUG, Make WordDelimiterFilter's instantiation more readable 
LUCENE-1955,NUG, Fix Hits deprecation notice 
LUCENE-1042,NUG, discrepancy in getTermFreqVector-methods  
LUCENE-2352,NUG, Add a new TestBackwardsCompatibility index for flex backwards (a 3.0 one with also numeric fields) 
LUCENE-1287,NUG, Allow usage of HyphenationCompoundWordTokenFilter without dictionary 
LUCENE-2400,NUG," ShingleFilter: don't output all-filler shingles/unigrams; also, convert from TermAttribute to CharTermAttribute "
LUCENE-3177,NUG, Decouple indexer from Document/Field impls 
LUCENE-582,NUG, Don't throw TooManyClauses exception 
LUCENE-2184,BUG, CartesianPolyFilterBuilder doesn't properly account for which tiers actually exist in the index  
LUCENE-638,NUG," Can't put non-index files (e.g. CVS, SVN directories) in a Lucene index directory "
LUCENE-721,NUG, Code coverage reports 
LUCENE-2652,NUG, Rethink LocalizedTestCaseRunner with JUnit 4 - Clover OOM 
LUCENE-3442,BUG, QueryWrapperFilter gets null DocIdSetIterator when wrapping TermQuery 
LUCENE-2490,NUG, 'ant generate-maven-artifacts' should work for lucene+solr 3.x+ 
LUCENE-1893,NUG, All spatial contrib shape classes implement equals but not hashCode 
LUCENE-868,NUG, Making Term Vectors more accessible 
LUCENE-2736,BUG, Wrong implementation of DocIdSetIterator.advance  
LUCENE-1595,NUG, Split DocMaker into ContentSource and DocMaker 
